text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
karna	karna	k ax r . n ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax r . nn ax
kashmir	kashmir	k ax s . m i r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax s . m i r
kashyap	kashyap	k ax s . s y ax p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax s . s y ax p
kat	kat	k y aa tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k y aa tt
kate	kate	k e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e tt
kattel	kattel	k ax tx . tx e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax tt . tt e l
kaul	kaul	k axw l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k axw l
kaunas	kaunas	k aaw . n aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k aaw . n aa s
kaur	kaur	k axw r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k axw r
kazakhs	kazakhs	k ax . dz aa k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax . jh aa k s
kc	kc			spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=
ke	ke	k e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e
kebab	kebab	k ax . b aa b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax . b aa b
kedah	kedah	k e . d aa . h ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . d aa . h ax
kedar	kedar	k e . d aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . d aa r
kedarnath	kedarnath	k e . d aa r . n aa th		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . d aa r . n aa th
kedia	kedia	k e . d i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . d i . y aa
keeper	keeper	k i . p ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . p ax r
kellogg	kellogg	k e . l ax g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . l ax g
ken	ken	k e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e n
kendall	kendall	k e n . dx ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e n . dd ax l
kernel	kernel	k ax r . n e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax r . n e l
keyboard	keyboard	k i . b o r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . b o r dd
keygen	keygen	k i . dz e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . jh e n
khadka	khadka	kh ax dx . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax dd . k aa
khagaraj	khagaraj	kh ax . g ax . r aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . g ax . r aa jh
khagol	khagol	kh ax . g o l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . g o l
khalangama	khalangama	kh ax . l ax ng . g aa . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . l ax ng . g aa . m aa
khan	khan	kh aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh aa n
khanal	khanal	kh ax . n aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . n aa l
khanna	khanna	kh ax n . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax n . n aa
kharel	kharel	kh ax . r e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . r e l
khedira	khedira	kh e . d i . r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh e . d i . r aa
khemka	khemka	kh e m . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh e m . k aa
kher	kher	kh e r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh e r
khosla	khosla	kh o s . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh o s . l aa
khumukcham	khumukcham	kh u . m u k . ts ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh u . m u k . ts ax m
khurana	khurana	kh u . r aa . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh u . r aa . n aa
khurpa	khurpa	kh u r . p aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh u r . p aa
khyal	khyal	kh ax . y aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=kh ax . y aa l
kia	kia	k i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . y aa
kiara	kiara	k i . y aa . r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . y aa . r aa
kidnapping	kidnapping	k i dx . n y aa . p i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i dd . n y aa . p i ng
kids	kids	k i dx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i dd s
kiewit	kiewit	k i . w i tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . w i tt
kilimanjaro	kilimanjaro	k i . l i . m ax n . dz ax . r o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . l i . m ax n . jh ax . r o
killer	killer	k i . l ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . l ax r
kim	kim	k i m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i m
kimberley	kimberley	k i m . b ax r . l e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i m . b ax r . l e
kimberlyclark	kimberlyclark	k i m . b ax r . l i . k l aa r k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i m . b ax r . l i . k l aa r k
kinder	kinder	k i n . dx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i n . dd ax r
kindergarten	kindergarten	k i n . dx ax r . g aa r . tx e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i n . dd ax r . g aa r . tt e n
kindness	kindness	k aaj n dx . n e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k aaj n dd . n e s
kindred	kindred	k i n . dx r e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i n . dd r e dd
kinetics	kinetics	k aaj . n e . tx i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k aaj . n e . tt i k s
king	king	k i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i ng
kingdom	kingdom	k i ng . dx ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i ng . dd ax m
kingdomnomics	kingdomnomics	k i ng . d ax m . n o . m i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i ng . d ax m . n o . m i k s
kings	kings	k i ng s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i ng s
kingsthings	kingsthings	k i ng s . th i ng s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i ng s . th i ng s
kiran	kiran	k i . r ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . r ax n
kish	kish	k i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i s
kishan	kishan	k i . s aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . s aa n
kishore	kishore	k i . s o r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . s o r
kiss	kiss	k i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i s
kit	kit	k i tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i tt
kitab	kitab	k i . t aa b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . t aa b
kitchen	kitchen	k i . ts ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i . ts ax n
kitkat	kitkat	k i tx . k y aa tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k i tt . k y aa tt
kkr	kkr	k e . k e . aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k e . k e . aa r
klose	klose	k l o dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k l o jh
knights	knights	n aaj tx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=n aaj tt s
knock	knock	n ax k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=n ax k
know	know	n o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=n o
knowledge	knowledge	n ax . l e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=n ax . l e jh
kohls	kohls	k axw l s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k axw l s
koirala	koirala	k oj . r aa . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k oj . r aa . l aa
kombat	kombat	k ax m . b y aa tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k ax m . b y aa tt
koyal	koyal	k o . y ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k o . y ax l
koyelaanchal	koyelaanchal	k o . e . l aa n . ts ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k o . e . l aa n . ts ax l
kraft	kraft	k r aa ph tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r aa ph tt
kripasur	kripasur	k r i . p aa . s u r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i . p aa . s u r
kris	kris	k r i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i s
krisha	krisha	k r i . s ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i . s ax
krishna	krishna	k r i s . n ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i s . nn ax
kristen	kristen	k r i s . tx ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i s . tt ax n
kristina	kristina	k r i s . tx i . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r i s . tt i . n aa
kroger	kroger	k r o . g ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k r o . g ax r
kshatriya	kshatriya	tsh y ax t . t r i . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=tsh y ax t . t r i . y ax
kublai	kublai	k u b . l aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u b . l aaj
kucch	kucch	k u tsh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u tsh
kumar	kumar	k u . m aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u . m aa r
kumbh	kumbh	k u m . bh ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u m . bh ax
kumble	kumble	k u m . l e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u m . l e
kumeria	kumeria	k u . m e . r i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u . m e . r i . y aa
kumud	kumud	k u . m u d		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u . m u d
kunal	kunal	k u . n aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u . n aa l
kund	kund	k u n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u n dd
kunming	kunming	k u n . m i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u n . m i ng
kunta	kunta	k u n . t aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u n . t aa
kunwar	kunwar	k un . w ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k un . w ax r
kurta	kurta	k u r . t aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u r . t aa
kush	kush	k u s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u s
kushinagar	kushinagar	k u . s i . n ax . g ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u . s i . n ax . g ax r
kushwaha	kushwaha	k u s . w aa . h aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=k u s . w aa . h aa
l	l	e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e l
la	la	e l . e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e l . e
lab	lab	l y aa b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa b
label	label	l e . b ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . b ax l
labor	labor	l e . b ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . b ax r
laboratories	laboratories	l y aa . b o . r e . tx o . r i dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . b o . r e . tt o . r i jh
labour	labour	l e . b ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . b ax r
lactation	lactation	l y aa k . tx e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa k . tt e . s ax n
lactic	lactic	l y aa k . tx i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa k . tt i k
lactobacillus	lactobacillus	l y aa k . tx o . b e . s i . l ax s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa k . tt o . b e . s i . l ax s
ladder	ladder	l y aa . dx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . dd ax r
lafayette	lafayette	l aa . ph i . y aa tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . ph i . y aa tt
laga	laga	l aa . g aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . g aa
lake	lake	l e k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e k
lakhan	lakhan	l ax . kh ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax . kh ax n
lakos	lakos	l aa . k o s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . k o s
laksa	laksa	l ax k . s y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax k . s y ax
lakshmana	lakshmana	l ax k s . m ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax k s . m ax nn
lal	lal	l aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa l
lama	lama	l aa . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . m aa
lambert	lambert	l y aa m . b ax r tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa m . b ax r tt
lamichhane	lamichhane	l aa . m i . tsh aa . n e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . m i . tsh aa . n e
lamina	lamina	l y aa . m i . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . m i . n aa
lamp	lamp	l y aa m p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa m p
lamsal	lamsal	l ax m . s aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax m . s aa l
lancing	lancing	l y aa n . s i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n . s i ng
land	land	l y aa n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n dd
landfill	landfill	l y aa n dx . ph i l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n dd . ph i l
landform	landform	l y aa n dx . ph ax r m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n dd . ph ax r m
landscape	landscape	l y aa n dx . s k e p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n dd . s k e p
language	language	l y aa ng . g w e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa ng . g w e jh
languages	languages	l y aa ng . g w e . dz e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa ng . g w e . jh e jh
languagetool	languagetool	l y aa n . gh w e dz . tx u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n . gh w e jh . tt u l
lanka	lanka	l ax ng . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax ng . k aa
lantern	lantern	l y aa n . tx ax r n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa n . tt ax r n
lap	lap	l y aa p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa p
laptop	laptop	l y aa p . tx ax p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa p . tt ax p
lara	lara	l aa . r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . r aa
large	large	l aa r dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa r jh
lark	lark	l aa r k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa r k
las	las	l y aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa s
lasha	lasha	l aa . s aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . s aa
lata	lata	l ax . t aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax . t aa
latent	latent	l y aa . tx e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . tt e n tt
lateral	lateral	l y aa . tx ax . r ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . tt ax . r ax l
lattice	lattice	l y aa . tx i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . tt i s
lauder	lauder	l aaw . dx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaw . dd ax r
laughing	laughing	l aa . ph i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . ph i ng
launcher	launcher	l ax n . ts ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax n . ts ax r
laure	laure	l aaw . r e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaw . r e
lauren	lauren	l axw . r e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l axw . r e n
lava	lava	l aa . bh aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . bh aa
lavigne	lavigne	l y aa . bh i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y aa . bh i n
law	law	l ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax
lawaaris	lawaaris	l aa . w aa . r i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . w aa . r i s
lawn	lawn	l ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax n
lawrence	lawrence	l ax . r e n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax . r e n s
laxman	laxman	l ax k tsh . m ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax k tsh . m ax n
lay	lay	l e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e
laya	laya	l ax . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax . y ax
layer	layer	l e . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . y ax r
layers	layers	l e . y ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . y ax r s
lazar	lazar	l aa . dz ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . jh ax r
leadership	leadership	l i . dx ax r . s i p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . dd ax r . s i p
leading	leading	l i . dx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . dd i ng
league	league	l i g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i g
lean	lean	l i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i n
lear	lear	l i . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . y ax r
learn	learn	l ax r n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax r n
learning	learning	l ax r . n i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l ax r . n i ng
least	least	l i s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i s tt
leatherman	leatherman	l e . d ax r . m y aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . d ax r . m y aa n
leave	leave	l i bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i bh
leavening	leavening	l i . bh e . n i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . bh e . n i ng
lecturer	lecturer	l e k . ts ax . r ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e k . ts ax . r ax r
led	led	l e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e dd
leech	leech	l i ts		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ts
leela	leela	l i . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . l aa
legal	legal	l i . g ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . g ax l
legalization	legalization	l i . g ax . l aaj . dz e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . g ax . l aaj . jh e . s ax n
legend	legend	l i . dz e n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . jh e n dd
legume	legume	l e g . g y u m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e g . g y u m
leicester	leicester	l e . s e s . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . s e s . tt ax r
leighla	leighla	l axj g . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l axj g . l aa
lekar	lekar	l e . k ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . k ax r
lekha	lekha	l e . kh aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . kh aa
lekhak	lekhak	l e . kh ax k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . kh ax k
lemonade	lemonade	l e . m ax . n e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . m ax . n e dd
lennar	lennar	l e . n ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . n ax r
lennon	lennon	l e . n o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . n o n
lenovo	lenovo	l e . n o . bh o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . n o . bh o
lens	lens	l e n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e n s
lenskart	lenskart	l e n s . k aa r tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e n s . k aa r tt
leptin	leptin	l e p . tx i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e p . tt i n
lesotho	lesotho	l e . s o . th o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . s o . th o
let	let	l e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e tt
letter	letter	l e . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . tt ax r
leucadia	leucadia	l y u . k aa . dx i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l y u . k aa . dd i . y aa
level	level	l e . bh e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . bh e l
lewis	lewis	l e . w i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e . w i s
lhasa	lhasa	l aa . s aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aa . s aa
lhotse	lhotse	l h o t . s e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l h o t . s e
liberalization	liberalization	l i . b ax . r ax . l aaj . dz e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . b ax . r ax . l aaj . jh e . s ax n
license	license	l aaj . s e n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj . s e n s
lie	lie	l aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj
lieutenant	lieutenant	l e ph . tx i . n e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l e ph . tt i . n e n tt
life	life	l aaj ph		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj ph
lifeguard	lifeguard	l aaj ph . g aa r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj ph . g aa r dd
lifehouse	lifehouse	l aaj ph . h aaw s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj ph . h aaw s
lifestyle	lifestyle	l aaj ph . s tx aaj l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj ph . s tt aaj l
light	light	l aaj tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj tt
lighting	lighting	l aaj . tx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj . tt i ng
like	like	l aaj k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj k
lila	lila	l i . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . l aa
limewater	limewater	l aaj m . w aa . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj m . w aa . tt ax r
limited	limited	l i . m i . tx e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . m i . tt e dd
limits	limits	l i . m i tx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . m i tt s
lina	lina	l i . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . n aa
lincoln	lincoln	l i ng . k ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ng . k ax n
lindau	lindau	l i n . dx axw		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i n . dd axw
lines	lines	l aaj n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l aaj n s
lingaa	lingaa	l i ng . g aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ng . g aa
lingeswaran	lingeswaran	l i ng . g e s . s w ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ng . g e s . s w ax . r ax n
linguistics	linguistics	l i ng . g w i s . tx i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ng . g w i s . tt i k s
linkage	linkage	l i ng . k e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i ng . k e jh
linux	linux	l i . n ax k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . n ax k s
liquefied	liquefied	l i . k w i . ph aaj dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . k w i . ph aaj dd
liquid	liquid	l i . k w i dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . k w i dd
list	list	l i s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i s tt
literal	literal	l i . tx ax . r ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . tt ax . r ax l
literature	literature	l i tx . r e . ts ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i tt . r e . ts ax r
lithium	lithium	l i . th i . y ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . th i . y ax m
liv	liv	l i bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i bh
live	live	l i bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i bh
liver	liver	l i . bh ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=l i . bh ax r
